Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMAB,Premises-Related Expenditure,Hire Of Rooms,MEADCROFT COMFORTS FUND,14/06/2013,130,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMAN,Supplies & Services,Other Expenses,FCC RECYCLING (UK) LIMITED,10/06/2013,-115.85,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMBL,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,19/06/2013,617.08,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMBL,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,20/06/2013,256.23,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,03/06/2013,221,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,03/06/2013,176.8,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,03/06/2013,176.8,,,,,,,,
Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Computer Software (Maint),CM 2000 CARE MONITORING,21/06/2013, 972.63 ,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Section 17 Childrens Act,THE VICTORIA CLIMBIE FOUNDATION,10/06/2013,1198,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAB,Third Party Payments,Childminders,CHIPMUNKS NURSERY,19/06/2013,112.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAB,Third Party Payments,Childminders,SMILEY FACES DAY NURSERIES LTD,13/06/2013,402,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAB,Third Party Payments,Childminders,DAISY CHAIN DAY CARE LTD,03/06/2013,121.2,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAB,Third Party Payments,Childminders,DAISY CHAIN DAY CARE LTD,05/06/2013,121.2,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAB,Transport-Related Expenditure,Taxi Costs,CORKYS CARS,19/06/2013,520,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,17/06/2013,125,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,10/06/2013,14400,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,03/06/2013,125,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,10/06/2013,125,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,24/06/2013,125,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,21/06/2013,13920,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Third Party Payments,Social Care External Contact,CONNECT CONTACT CENTRES,10/06/2013,480.6,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,CHIPMUNKS NURSERY,04/06/2013,103.11,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,CHIPMUNKS NURSERY,04/06/2013,112.48,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,CHIPMUNKS NURSERY,21/06/2013,135,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,SEMAPHORE,26/06/2013,1400,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Section 17 Childrens Act,SW Expertise,20/06/2013,1030.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Section 17 Childrens Act,SW Expertise,20/06/2013,1225.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Section 17 Childrens Act,SW Expertise,20/06/2013,1030.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Section 17 Childrens Act,SW Expertise,20/06/2013,1225.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Section 17 Childrens Act,SW Expertise,20/06/2013,1225.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Section 17 Childrens Act,SW Expertise,20/06/2013,949.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Section 17 Childrens Act,SW Expertise,20/06/2013,949.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Section 17 Childrens Act,SW Expertise,20/06/2013,1192.5,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,Psyben Limited,20/06/2013,934.38,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,Psyben Limited,26/06/2013,196.17,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,25/06/2013,11980,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,25/06/2013,6688.3,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAL,Supplies & Services,Doctors Fees,SHEFFIELD CHILDRENS NHS TRUST,21/06/2013,1250,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,18/06/2013,422.63,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,26/06/2013,533.22,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,12/06/2013,510.38,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAL,Third Party Payments,Private Contractors,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,24/06/2013,553.04,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,WOODVILLE DAY NURSERY,14/06/2013,350,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,10/06/2013,493.27,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JPAA,Supplies & Services,Other Services,BURY COUNCIL,07/06/2013,4379,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JSAB,Employees,Agency Supply Costs,AIR SOCIAL CARE,20/06/2013,1390.46,,,,,,,,
Children's Safeguarding,Child Protection & Assessment,JSAB,Employees,Agency Supply Costs,AIR SOCIAL CARE,20/06/2013,830.26,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,14/06/2013,282.2,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,CL - External Accommodation,Madeley Lettings,14/06/2013,525,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,14/06/2013,2799.96,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,14/06/2013,282.2,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,14/06/2013,227.2,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,13/06/2013,128,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,13/06/2013,225.55,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,11/06/2013,2142.9,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,11/06/2013,2214.33,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,06/06/2013,2799.96,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,06/06/2013,2799.96,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,05/06/2013,2799.96,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/06/2013,150,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,25/06/2013,5310,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,25/06/2013,3346.36,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,26/06/2013,3271.8,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,FREEDOM FOSTERING,18/06/2013,3722.4,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,18/06/2013,333.87,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,11/06/2013,3380.86,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,04/06/2013,3423,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3050.18,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,18/06/2013,3661.3,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,04/06/2013,5310,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3344.68,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,28/06/2013,-111.29,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/06/2013,3339,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,05/06/2013,228.2,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,THE ADOLESCENT & CHILDRENS TRUST,03/06/2013,2907,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,03/06/2013,3338.7,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,13/06/2013,1564.5,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,THE ADOLESCENT & CHILDRENS TRUST,13/06/2013,3003.9,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Childcare Bureau,13/06/2013,3997.5,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,13/06/2013,650,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,13/06/2013,3449.86,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,13/06/2013,3419.92,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,13/06/2013,6200,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,13/06/2013,3419.92,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,13/06/2013,5600.91,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,13/06/2013,6642.99,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,19/06/2013,3407.14,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/06/2013,3380.86,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/06/2013,2853.39,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,HILLCREST CARE LTD,14/06/2013,3244.33,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,14/06/2013,3380.86,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,14/06/2013,1134.29,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/06/2013,3407.14,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,14/06/2013,3253.2,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,14/06/2013,3361.64,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/06/2013,3520.71,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,14/06/2013,3267.81,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,14/06/2013,3376.74,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,04/06/2013,3685.71,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3344.68,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3344.68,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3450.3,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3277.81,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3210.71,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3210.71,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,2932.6,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3077.86,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,04/06/2013,6428.7,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,04/06/2013,3412,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,04/06/2013,3412,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/06/2013,3077.86,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,28/06/2013,3808.57,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,By The Bridge,18/06/2013,4738.57,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/06/2013,-840,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/06/2013,4888.8,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,28/06/2013,2003.22,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,04/06/2013,5310,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/06/2013,3244.33,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,13/06/2013,798.03,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,13/06/2013,3346.36,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,19/06/2013,895,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,19/06/2013,895,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,26/06/2013,3238.41,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,26/06/2013,3641.66,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,21/06/2013,3423,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,25/06/2013,895,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,13/06/2013,1628.13,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,21/06/2013,3334.18,,,,,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,05/06/2013,3449.99,,,,,,,,
