Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,FCC Environment Services (UK) Ltd ,30/07/2018,9380.67
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,FCC Environment Services (UK) Ltd ,30/07/2018,8069.58
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,FCC Environment Services (UK) Ltd ,30/07/2018,8226.25
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,FCC Environment Services (UK) Ltd ,31/07/2018,9666.33
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/07/2018,698.85
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/07/2018,684.82
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/07/2018,278.96
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),16/07/2018,121.44
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,Gazprom Energy,04/07/2018,888.83
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -SCC Planned,Enviroblast Shropshire Ltd,05/07/2018,800
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,EDF ENERGY CUSTOMERS PLC,23/07/2018,14991.62
"Business, Development & Employment",Estates & Investment,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC ,19/07/2018,118.34
"Business, Development & Employment",Estates & Investment,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC ,30/07/2018,395.36
"Business, Development & Employment",Estates & Investment,Supplies & Services,Other Services,CreditCall Limited,25/07/2018,452.04
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,COOPER & WILLIAMS LTD,02/07/2018,7977.7
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Building Cleaning DSO,FCC Recycling (UK) Ltd ,02/07/2018,123.41
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,19/07/2018,382.47
"Business, Development & Employment",Estates & Investment,Supplies & Services,Stationery,BemroseBooth Paragon,11/07/2018,349.8
"Business, Development & Employment",Estates & Investment,Supplies & Services,Stationery,BemroseBooth Paragon,16/07/2018,399.7
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),16/07/2018,3849.41
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Building Cleaning DSO,Vortex Cleaning,27/07/2018,653.25
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Building Cleaning DSO,Vortex Cleaning,27/07/2018,297
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Building Cleaning DSO,Vortex Cleaning,27/07/2018,653.25
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Building Cleaning DSO,Vortex Cleaning,27/07/2018,653.25
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Building Cleaning DSO,Vortex Cleaning,27/07/2018,653.25
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/07/2018,1500
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/07/2018,2007.92
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/07/2018,4000
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/07/2018,7978
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,25/07/2018,1679.67
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GROUNDTRAX SYSTEMS LTD,25/07/2018,16865
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Addleshaw Goddard LLP,02/07/2018,2500
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,THE SIGN SHOP,30/07/2018,2918
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,3S PRINT & DISPLAY LIMITED,30/07/2018,580
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Shine Pix Limited,30/07/2018,180
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Skylens Photography & Video Ltd,04/07/2018,295
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Reacted Personal Information ,04/07/2018,1600
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Lovell Johns Limited,04/07/2018,175
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Fran Raybould Associates,16/07/2018,2500
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GROUNDTRAX SYSTEMS LTD,16/07/2018,557.7
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Poundstretcher Ltd,18/07/2018,51411.87
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,18/07/2018,208592.42
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,RPS DESIGN LTD,02/07/2018,750
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Lovell Johns Limited,02/07/2018,1500
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,25/07/2018,436.22
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Engineers Fees,FITZGERALD CONTRACTORS LTD,25/07/2018,1026.97
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,RPS DESIGN LTD,25/07/2018,750
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Morris Property Ltd,06/07/2018,359949.46
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,19/07/2018,5038.61
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,VPS (UK) LTD,23/07/2018,1160.84
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,RPS DESIGN LTD,26/07/2018,1912.5
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,NOBRIDGE LTD,16/07/2018,1500
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,MARLOW CONSULTING LTD,23/07/2018,695
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,AT BROWN (COACHES) LTD,23/07/2018,130
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,FITZGERALD CONTRACTORS LTD,25/07/2018,27427.12
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Miller Goodall Ltd,02/07/2018,2450
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,MOTIVATION(TRAFFIC CONTROL)LTD,02/07/2018,306.66
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,FITZGERALD CONTRACTORS LTD,16/07/2018,3159.99
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,Wood Environment & Infrastructure Solutions UK Ltd,16/07/2018,3357
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,MARLOW CONSULTING LTD,16/07/2018,736
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,MARLOW CONSULTING LTD,16/07/2018,736
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,MARLOW CONSULTING LTD,16/07/2018,736
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,MARLOW CONSULTING LTD,16/07/2018,736
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,MARLOW CONSULTING LTD,16/07/2018,736
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Advertising,M C MARKETING LTD,20/07/2018,495
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Conference Expenses,TELFORD INTERNATIONAL CENTRE,12/07/2018,550
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Conference Expenses,TELFORD INTERNATIONAL CENTRE,17/07/2018,619
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Computer Software (Maint),Source Design Limited,17/07/2018,3900
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Computer Software (Maint),Source Design Limited,17/07/2018,2025
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Other Grants (Expenses),Good2Great Ltd,25/07/2018,16053.32
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Other Grants (Expenses),COOL SERVICES LTD,20/07/2018,560
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/07/2018,173
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/07/2018,153
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/07/2018,135
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/07/2018,147
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/07/2018,195
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/07/2018,155
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/07/2018,168
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/07/2018,116
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Other Grants (Expenses),HORIZON SOFT DRINKS LTD,26/07/2018,125
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Other Grants (Expenses),TELFORD INTERNATIONAL CENTRE,26/07/2018,195
"Business, Development & Employment",Inward Investment & Business Support,contribution to provision,advertising,Rightmove,01/07/2018,600
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Consultancy,Elkro Limited,20/07/2018,2572.5
"Business, Development & Employment",Inward Investment & Business Support,Capital Expenditure,Payments to Contractor,Digital Avenue Limited,11/07/2018,2995
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,HADLEY & LEEGOMERY PARISH COUNCIL,19/07/2018,243
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,HADLEY & LEEGOMERY PARISH COUNCIL,19/07/2018,144
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,OAKENGATES TOWN COUNCIL,26/07/2018,120
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,OAKENGATES TOWN COUNCIL,26/07/2018,300
"Business, Development & Employment",Skills,Supplies & Services,Instructors Fees,UNIVERSITY OF WOLVERHAMPTON ,25/07/2018,750
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,INTERSERVE (FACILITIES MANAGEMENT) LTD,02/07/2018,196.8
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,DONNINGTON PARTNERSHIP,24/07/2018,170
"Business, Development & Employment",Skills,Employees,Staff Training,OPEN COLLEGE NETWORK WEST MIDLANDS REGION,02/07/2018,2400
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,PARK LANE CENTRE,24/07/2018,160
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,PARK LANE CENTRE,24/07/2018,160
"Business, Development & Employment",Skills,Supplies & Services,Marketing & Publicity,SILK GROUP LTD,24/07/2018,1500
"Business, Development & Employment",Skills,Supplies & Services,Sub Contractors,WORKERS EDUCATIONAL ASSOCIATION,26/07/2018,13920
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,Dawley Social Club,24/07/2018,2420
"Business, Development & Employment",Skills,Supplies & Services,Consumable Stores,REDACTED PERSONAL ,26/07/2018,104.16
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,Sutton Hill Community Trust,19/07/2018,112
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,OAKENGATES TOWN COUNCIL,26/07/2018,120
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,09/07/2018,107.8
"Business, Development & Employment",Skills,Employees,Other Employee Costs,PARK LANE CENTRE,19/07/2018,450
"Business, Development & Employment",Skills,Supplies & Services,Printing - Other,XEROX FINANCE,02/07/2018,179
"Business, Development & Employment",Skills,Supplies & Services,Printing - Other,XCS (UK) Ltd,12/07/2018,567.56
"Business, Development & Employment",Skills,Supplies & Services,Printing - Other,XCS (UK) Ltd,12/07/2018,195
"Business, Development & Employment",Skills,Premises-Related Expenditure,Hire Of Rooms,Brookside Central,02/07/2018,228
"Business, Development & Employment",Skills,Supplies & Services,Subscriptions,Kodo Education Ltd,23/07/2018,199
"Business, Development & Employment",Skills,Supplies & Services,Subscriptions,British Association for Supported Employment,19/07/2018,300
"Business, Development & Employment",Skills,Supplies & Services,Other Grants (Expenses),Creative Client Services LTD (trading as Hot Car Leasing),23/07/2018,250
