Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,08/02/2018,840
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Buildings DLO Charge,DOOR LOADING SERVICES UK LTD,14/02/2018,350
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,WREKIN DRAIN SERVICES LTD,13/02/2018,500
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,OPUS ENERGY LTD (electricity),26/02/2018,1027
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,TOTAL GAS & POWER LIMITED,23/02/2018,1046.73
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,241.06
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,225.97
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,189.04
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,108.96
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,249.96
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,176.34
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,236.61
"Business, Development & Employment",Estates & Investment,Supplies & Services,Other Services,NOBRIDGE LTD,09/02/2018,1950
"Business, Development & Employment",Estates & Investment,Supplies & Services,Other Services,VEOLIA ES (UK) LTD,20/02/2018,136.45
"Business, Development & Employment",Estates & Investment,Employees,Training Expenses,GOVNET COMMUNICATIONS,02/02/2018,355
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ELEC ,26/02/2018,259.42
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ,20/02/2018,375.97
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ,14/02/2018,152.5
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ,14/02/2018,244.85
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,ANGEL SPRINGS LTD / PHS GROUP,01/02/2018,252.99
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/02/2018,474.74
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/02/2018,612.17
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/02/2018,613.5
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,27/02/2018,1554.62
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/02/2018,1232.25
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/02/2018,799.91
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/02/2018,738.72
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/02/2018,569.03
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/02/2018,571.22
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,08/02/2018,-2017.09
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/02/2018,164
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,21/02/2018,103.59
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,13/02/2018,2104.38
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,08/02/2018,258.6
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,08/02/2018,392.62
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,22/02/2018,380
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,605
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,715
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,495
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,715
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,715
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,08/02/2018,550
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,26/02/2018,650
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,14/02/2018,385
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,14/02/2018,385
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,14/02/2018,605
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,08/02/2018,550
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,08/02/2018,715
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,08/02/2018,715
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,550
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,550
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,1440
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,385
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,13/02/2018,715
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,14/02/2018,1080
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,02/02/2018,225.06
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,Reacted Personal Information,02/02/2018,1217.83
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,Reacted Personal Information,20/02/2018,227.5
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Window Cleaning,BUSY BEE CLEANING,02/02/2018,240
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,BUSY BEE CLEANING,02/02/2018,150
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,BUSY BEE CLEANING,05/02/2018,305.3
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,BUSY BEE CLEANING,05/02/2018,187
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,E.ON ,01/02/2018,115.87
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,E.ON ,12/02/2018,1122.51
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,E.ON ,08/02/2018,818.77
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,14/02/2018,120
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,PROKILL UK LIMITED,20/02/2018,120
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,SPACECARE,12/02/2018,111
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,TOTAL GAS & POWER LIMITED,22/02/2018,811.88
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,VEOLIA ES (UK) LTD,16/02/2018,299.43
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,VEOLIA ES (UK) LTD,01/02/2018,204.06
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,VEOLIA ES (UK) LTD,20/02/2018,193.32
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,FCC Environment Services (UK) Ltd ,01/02/2018,9380.67
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,190.21
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,168.17
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/02/2018,144.88
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),01/02/2018,1492.31
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),08/02/2018,1008.14
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/02/2018,610.9
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,Clearstone Solutions Ltd,14/02/2018,199
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,Gazprom Energy,01/02/2018,1282.41
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,Gazprom Energy,26/02/2018,1372.81
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,Image Technique Limited,16/02/2018,1160
"Business, Development & Employment",Estates & Investment,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,21/02/2018,385
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,JCE & SONS LTD,02/02/2018,1634
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,08/02/2018,362.19
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,LOCSAFE SECURITY SYSTEMS,15/02/2018,229.25
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,SECURITY WISE LTD,08/02/2018,135
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,SITEWATCH,20/02/2018,882
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,FCC Environment Services (UK) Ltd ,01/02/2018,8069.58
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,EDF ENERGY CUSTOMERS PLC,16/02/2018,13192.22
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,08/02/2018,471
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,02/02/2018,184.4
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,26/02/2018,505.6
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,26/02/2018,387.46
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,PP ELECTRICAL SERVICES (Shropshire) Ltd,06/02/2018,385
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,02/02/2018,1774.08
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,02/02/2018,1919.05
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),23/02/2018,3825.57
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Service Contracts,Vortex Cleaning,28/02/2018,375
"Business, Development & Employment",Estates & Investment,Supplies & Services,Other Services,CreditCall Limited,08/02/2018,437.58
"Business, Development & Employment",Estates & Investment,Third Party Payments,Contractor Recharge,WREKIN DRAIN SERVICES LTD,14/02/2018,170
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,PINSENT MASONS LLP,23/02/2018,240
