Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,SMILEY FACES DAY NURSERIES LTD,15/04/2013,9016.92,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Aqueduct Little Learners,15/04/2013,387.72,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY ,15/04/2013,11503.94,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY ,15/04/2013,4782.24,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL ,15/04/2013,3343.68,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP,15/04/2013,4795.2,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US ,15/04/2013,4312.44,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US ,15/04/2013,1254.53,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,15/04/2013,1159.92,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,15/04/2013,386.64,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP,15/04/2013,1198.8,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN DAY CARE LTD,15/04/2013,12565.8,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Aqueduct Little Learners,15/04/2013,2326.32,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN DAY CARE LTD,15/04/2013,2938.46,,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC Day Nursery,15/04/2013,1933.2,,,,,
Family & Cohesion Services,Early Intervention,GEAD,Employees,Training Expenses,DUDLEY METROPOLITAN BOROUGH COUNCIL,16/04/2013,138,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Employees,Childcare Provision,CHILDCARE SOS,16/04/2013,221.4,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Employees,Childcare Provision,CHILDCARE SOS,16/04/2013,278.75,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Employees,Childcare Provision,CHILDCARE SOS,16/04/2013,166.4,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,15/04/2013,416.26,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,Hire Of Rooms,USE 503212 GREAT DAWLEY PARISH COUNCIL ,23/04/2013,142,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,General Rents,PARK LANE CENTRE,23/04/2013,8823.5,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,General Rents,PARK LANE CENTRE,23/04/2013,8823.5,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,General Rents,PARK LANE CENTRE,24/04/2013,1222.87,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,Gas,West Mercia Energy (WME),26/04/2013,500.33,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),23/04/2013,1096.9,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,R&M -Building Other,SDT ELECTRICAL LTD,23/04/2013,198.55,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Equipment - Purchase,TTS GROUP LTD,16/04/2013,215.8,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Equipment - Purchase,FINDEL EDUCATION LTD,08/04/2013,125.85,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Sport Equip - Purchase,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),24/04/2013,127.2,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Stationery,PURCHASE POWER,08/04/2013,149.85,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Hospitality,HAMMONDS CATERING SERVICES LTD,16/04/2013,206.5,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Hospitality,HAMMONDS CATERING SERVICES LTD,05/04/2013,151.9,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,23/04/2013,2556.84,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Security Services,SECURITY WISE LTD,23/04/2013,404,,,,,
Family & Cohesion Services,Early Intervention,GEAK,Transport-Related Expenditure,Transport Contractors,DIAMOND CARS (TELFORD) LTD,16/04/2013,157,,,,,
Family & Cohesion Services,Early Intervention,GEAL,Supplies & Services,Out of School Activities,NOBRIDGE LTD,10/04/2013,770,,,,,
Family & Cohesion Services,Early Intervention,GEAL,Supplies & Services,Other Office Expenses,RELATE SHROPSHIRE & HEREFORDSHIRE LTD,12/04/2013,3225,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Employees,Childcare Provision,ABC Day Nursery - Hadley,08/04/2013,504,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Employees,Agency Supply Costs,CHILDCARE SOS,11/04/2013,150.53,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Employees,Agency Supply Costs,CHILDCARE SOS,11/04/2013,987.3,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Employees,Agency Supply Costs,CHILDCARE SOS,11/04/2013,145.6,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,HADLEY & LEEGOMERY PARISH COUNCIL,11/04/2013,241.55,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,THE SALVATION ARMY,24/04/2013,137.2,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,"LILLESHALL, DONNINGTON & MUXTON PARISH COUNCIL",24/04/2013,104,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,THE SALVATION ARMY,08/04/2013,135,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,NEWPORT COTTAGE CARE CENTRE,08/04/2013,554.43,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,THE SALVATION ARMY,08/04/2013,195,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Materials,FINDEL EDUCATION LTD,12/04/2013,214.75,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Sport Equip - Purchase,FINDEL EDUCATION LTD,08/04/2013,306.92,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Sport Equip - Purchase,FINDEL EDUCATION LTD,15/04/2013,356.85,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Sport Equip - Purchase,FINDEL EDUCATION LTD,12/04/2013,288.43,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Sport Equip - Purchase,TTS GROUP LTD,08/04/2013,107.78,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Materials,FINDEL EDUCATION LTD,12/04/2013,-214.75,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Materials,FINDEL EDUCATION LTD,11/04/2013,-260.85,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Materials,FINDEL EDUCATION LTD,08/04/2013,419.65,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Materials,FINDEL EDUCATION LTD,12/04/2013,235.8,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Materials,FINDEL EDUCATION LTD,24/04/2013,271.19,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Sport Equip - Purchase,FINDEL EDUCATION LTD,08/04/2013,356.85,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Other Services,INTERSERVE (FACILITIES MANAGEMENT) LTD,08/04/2013,1080,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Hospitality,HOLIDAY INN TELFORD,11/04/2013,146.04,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Transport-Related Expenditure,Bus Tickets,CENTRAL TAXIS LTD SHREWSBURY,08/04/2013,197,,,,,
Family & Cohesion Services,Early Intervention,GEAM,Transport-Related Expenditure,Bus Tickets,CENTRAL TAXIS LTD SHREWSBURY,24/04/2013,682,,,,,
Family & Cohesion Services,Early Intervention,GEAN,Third Party Payments,Daycare Expenditure,FIRSTSTEPS SOFTWARE,15/04/2013,370,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),Busy Bees Day Nursery Telford,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),DAISY CHAIN @ OLD HALL,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),EARLYWORLD LIMITED ,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),BROOKSIDE PRE-SCHOOL & PLAYGROUP,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),HALESFIELD DAY NURSERY CENTRE ,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),EDGMOND OWLS,10/04/2013,738.56,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),CHIPMUNKS NURSERY,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),VINEYARD DAY NURSERY ,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),HONEYBUNS NURSERIES,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),ABC DAY NURSERY LTD ,10/04/2013,246.18,,,,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Books,I CAN CHARITY,22/04/2013,4550,,,,,
Family & Cohesion Services,Early Intervention,HCAD,Supplies & Services,Other Grants (Expenses),NACRO,26/04/2013,25000,,,,,
Family & Cohesion Services,Early Intervention,HCAE,Supplies & Services,Other Grants (Expenses),TELFORD & WREKIN CVS,23/04/2013,14000,,,,,
Family & Cohesion Services,Early Intervention,JEAF,Supplies & Services,Other Services,TELFORD & WREKIN CVS,15/04/2013,7024,,,,,
Family & Cohesion Services,Transport,ETAA,Supplies & Services,Computer Software (Maint),Unicard Ltd,15/04/2013,734.58,,,,,
Family & Cohesion Services,Transport,ETAA,Supplies & Services,Computer Software (Maint),Unicard Ltd,15/04/2013,463.82,,,,,
Family & Cohesion Services,Transport,ETAA,Supplies & Services,Concessionary Travel,SHROPSHIRE COUNCIL,26/04/2013,1273.5,,,,,
Family & Cohesion Services,Transport,ETAA,Supplies & Services,Concessionary Travel,ESP Systex,18/04/2013,414.99,,,,,
Family & Cohesion Services,Transport,ETAA,Supplies & Services,Concessionary Travel,Wardle Transport,18/04/2013,130,,,,,
Family & Cohesion Services,Transport,ETAA,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LIMITED,15/04/2013,123121.64,,,,,
Family & Cohesion Services,Transport,ETAA,Supplies & Services,Public Transport Subsidy,DIAMOND CARS (TELFORD) LTD,15/04/2013,899.8,,,,,
Family & Cohesion Services,Transport,ETAB,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,470.42,,,,,
Family & Cohesion Services,Transport,ETAB,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,573.75,,,,,
Family & Cohesion Services,Transport,ETAB,Premises-Related Expenditure,Gas,West Mercia Energy (WME),18/04/2013,188.84,,,,,
Family & Cohesion Services,Transport,ETAB,Supplies & Services,Other Services,WEST MIDS TRANSPORT INFO. SERVICES LTD,10/04/2013,4154,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS TRAVEL,29/04/2013,1170,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ELLESMERE COLLEGE,15/04/2013,527,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,15/04/2013,1360,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,24/04/2013,400,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS TRAVEL,29/04/2013,2098.8,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS TRAVEL,29/04/2013,1852.5,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ULTIMATE TAXIS LTD,15/04/2013,2280,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,15/04/2013,2108.62,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,15/04/2013,1520,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,16/04/2013,110,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,15/04/2013,1780,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/04/2013,208,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,16/04/2013,293.58,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,15/04/2013,1780,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire,EXPRESS DRIVEN,03/04/2013,120,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire,EXPRESS DRIVEN,03/04/2013,240,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire,SHAWS TRAVEL LTD,15/04/2013,1640,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire,EXPRESS DRIVEN,03/04/2013,280,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Contract Hire,ARRIVA MIDLANDS NORTH LIMITED,08/04/2013,3662.7,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,15/04/2013,480,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/04/2013,396,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,15/04/2013,440,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,EXPRESS DRIVEN,03/04/2013,120,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,EXPRESS DRIVEN,03/04/2013,570,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,EXPRESS DRIVEN,03/04/2013,540,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,EXPRESS DRIVEN,03/04/2013,1902.66,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/04/2013,1984.29,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/04/2013,487.2,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,COUNTY CARS,15/04/2013,580.32,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,NSL Limited t/a Patient First Group,16/04/2013,353.5,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,04/04/2013,135.66,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/04/2013,2844,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,16/04/2013,832.32,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/04/2013,1162.8,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,NSL Limited t/a Patient First Group,16/04/2013,307.5,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,16/04/2013,277.44,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/04/2013,1899.24,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,15/04/2013,408,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,NSL Limited t/a Patient First Group,16/04/2013,129.5,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,15/04/2013,1788.6,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,NSL Limited t/a Patient First Group,16/04/2013,355.32,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,16/04/2013,114,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,16/04/2013,683.1,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,25/04/2013,242.76,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,25/04/2013,124.44,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,25/04/2013,164.7,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,25/04/2013,217.44,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,25/04/2013,164.54,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CT,12/04/2013,228.48,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,12/04/2013,257.04,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,NSL Limited t/a Patient First Group,16/04/2013,156.64,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,16/04/2013,209.04,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,16/04/2013,128,,,,,
Family & Cohesion Services,Transport,ETAE,Transport-Related Expenditure,Taxi Costs,NSL Limited t/a Patient First Group,17/04/2013,211.36,,,,,
