Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
"Development, Business & Housing",Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,24/09/2013,180.6,
"Development, Business & Housing",Facilities Management and Cleaning Services,CLSP,Supplies & Services,Equipment - Repair,THE CLEAN MACHINE DIRECT LTD,24/09/2013,127.95,
"Development, Business & Housing",Facilities Management and Cleaning Services,CLSS,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/09/2013,198.16,
"Development, Business & Housing",Facilities Management and Cleaning Services,CLSX,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,24/09/2013,113.51,
"Development, Business & Housing",Facilities Management and Cleaning Services,EWAM,Supplies & Services,Other Expenses,Department of Energy and Climate Change,12/09/2013,229044,
"Development, Business & Housing",Property & Design,CAAG,Employees,Professional Subs,ROYAL INSTITUTE OF BRITISH ARCHITECTS,03/09/2013,700,
"Development, Business & Housing",Property & Design,CAAG,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,27/09/2013,101.85,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,OLIVEJOYCE LTD,17/09/2013,1201.35,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,OLIVEJOYCE LTD,03/09/2013,526.5,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,OLIVEJOYCE LTD,02/09/2013,112,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,19/09/2013,431.65,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,OLIVEJOYCE LTD,25/09/2013,1837.45,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,EMECH Consultants Ltd,02/09/2013,11421,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,EMECH Consultants Ltd,02/09/2013,10510.5,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,EMECH Consultants Ltd,02/09/2013,2660,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,OLIVEJOYCE LTD,02/09/2013,1508.1,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,17/09/2013,412.85,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,02/09/2013,130.5,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,02/09/2013,611.8,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,Protec Fire Detection PLC,02/09/2013,429.5,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,02/09/2013,174,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,02/09/2013,319,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,02/09/2013,464,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,02/09/2013,3801.73,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,17/09/2013,215.58,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JOHNSON CONTROLS LTD,17/09/2013,438.75,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,12/09/2013,345,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,12/09/2013,345,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,12/09/2013,345,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/09/2013,350.24,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/09/2013,165.1,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/09/2013,397.41,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,12/09/2013,345,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/09/2013,158.22,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/09/2013,180.16,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,12/09/2013,345,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/09/2013,451.54,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/09/2013,395.05,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,18/09/2013,105,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,13/09/2013,3801.73,
