Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,13/05/2013,637.5,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,03/05/2013,637.5,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,03/05/2013,637.5,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,31/05/2013,637.5,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,30/05/2013,624.75,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,30/05/2013,612,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,03/05/2013,595,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,13/05/2013,595,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,31/05/2013,595,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,03/05/2013,429,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,08/05/2013,409.75,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,31/05/2013,409.75,
Customer & People Services,ICT,CBAC,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,21/05/2013,407,
Customer & People Services,ICT,CBAD,Supplies & Services,Mobile Phones,ORANGE PCS LTD,16/05/2013,135,
Customer & People Services,ICT,CBAF,Supplies & Services,Comp Hardware (Purch / Hire),ORANGE PERSONAL COMM SERVICES LTD,15/05/2013,691.81,
Customer & People Services,ICT,CBAF,Supplies & Services,Comp Hardware (Purch / Hire),ORANGE PERSONAL COMM SERVICES LTD,15/05/2013,284.38,
Customer & People Services,ICT,CBAF,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,21/05/2013,318,
Customer & People Services,ICT,CBAF,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,21/05/2013,195,
Customer & People Services,ICT,CBAF,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,30/05/2013,140,
Customer & People Services,ICT,CBAF,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,30/05/2013,110,
Customer & People Services,ICT,CBAG,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,01/05/2013,295.36,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,13/05/2013,19721.73,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/05/2013,7811.61,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,15/05/2013,4480.99,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/05/2013,1508.17,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/05/2013,1133,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,13/05/2013,613,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/05/2013,321.55,
Customer & People Services,ICT,CBAG,Supplies & Services,Other Expenses,PROCESS FLOWS UK LTD,13/05/2013,732.68,
Customer & People Services,ICT,CBAG,Supplies & Services,Other Expenses,PROCESS FLOWS UK LTD,13/05/2013,358.72,
Customer & People Services,ICT,CBAG,Supplies & Services,Other Expenses,PROCESS FLOWS UK LTD,10/05/2013,281.16,
Customer & People Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,15/05/2013,9594.2,
Customer & People Services,ICT,CBAG,Supplies & Services,Telephones,Digital Exchange Products Ltd,24/05/2013,640,
Customer & People Services,ICT,CBAH,Employees,Staff Training,Core Education and Consulting,01/05/2013,695,
Customer & People Services,ICT,CBAH,Employees,Staff Training,Core Education and Consulting,01/05/2013,695,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/05/2013,4850,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/05/2013,1761.24,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/05/2013,933.68,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/05/2013,901.9,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/05/2013,806.4,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/05/2013,650,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/05/2013,298.94,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/05/2013,210,
Customer & People Services,ICT,CBAH,Supplies & Services,Computer Software (Maint),SYNETRIX LTD,21/05/2013,4068,
Customer & People Services,ICT,CBAH,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,02/05/2013,458.88,
Customer & People Services,ICT,CBAH,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,14/05/2013,134.44,
Property & Investment,Development Business & Housing,CEAW,Employees,Group Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,14/05/2013,789.04,
Planning,Housing and Planning,DDAS,Employees,Group Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,14/05/2013,394.52,
Children's Safeguarding,Safeguarding Advisory,JAAC,Employees,Group Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,14/05/2013,106.83,
Customer & People Services,ICT,CBAJ,Employees,Staff Training,EXPOTEL HOTEL RESERVATIONS LIMITED,20/05/2013,313.7,
Customer & People Services,ICT,CBAJ,Employees,Staff Training,EXPOTEL HOTEL RESERVATIONS LIMITED,10/05/2013,268.88,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,15/05/2013,14335,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,15/05/2013,801,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),ORANGE PCS LTD,08/05/2013,590,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,15/05/2013,295,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,20/05/2013,142.83,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,10/05/2013,63843.52,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),UNIT4 BUSINESS SOFTWARE LTD,28/05/2013,31033.91,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),UNIT4 BUSINESS SOFTWARE LTD,28/05/2013,12127.33,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),ORDNANCE SURVEY,13/05/2013,3684.27,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),ELEXA CONSULTANTS LTD,29/05/2013,650,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),ELEXA CONSULTANTS LTD,29/05/2013,201.2,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),AQ LIMITED,15/05/2013,189.15,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),AQ LIMITED,15/05/2013,163.88,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),AQ LIMITED,15/05/2013,122.85,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),AQ LIMITED,15/05/2013,113.42,
Customer & People Services,ICT,CBAJ,Supplies & Services,Computer Hardware (Maint),EUROPEAN ELECTRONIQUE LTD,07/05/2013,5038,
Customer & People Services,ICT,CBAJ,Supplies & Services,Computer Hardware (Maint),CCS MEDIA LIMITED,13/05/2013,682,
Customer & People Services,ICT,CBAJ,Supplies & Services,Computer Hardware (Maint),EUROPEAN ELECTRONIQUE LTD,07/05/2013,125.95,
Customer & People Services,ICT,CBAJ,Supplies & Services,Equipment - Purchase,Digital Exchange Products Ltd,31/05/2013,825,
Customer & People Services,ICT,CBAJ,Supplies & Services,Furniture - Purchase,BROADSTOCK OFFICE FURNITURE LIMITED,14/05/2013,340,
Customer & People Services,ICT,CBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,01/05/2013,1620,
Customer & People Services,ICT,CBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,16/05/2013,135,
Customer & People Services,ICT,CBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,15/05/2013,135,
Customer & People Services,ICT,CBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,24/05/2013,119,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telecomms,Cable & Wireless Worldwide,03/05/2013,999,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,31/05/2013,4463.49,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,03/05/2013,4122.16,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,03/05/2013,3918.36,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telephones,SPECIALIST COMPUTERS CENTRES PLC,03/05/2013,412.11,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telephones,SPECIALIST COMPUTERS CENTRES PLC,15/05/2013,412.11,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,03/05/2013,125,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,29/05/2013,125,
Customer & People Services,ICT,CBAK,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,01/05/2013,418,
Customer & People Services,ICT,CBAK,Supplies & Services,Computer Hardware (Maint),NEOPOST FINANCE LTD,08/05/2013,7858.06,
Customer & People Services,ICT,CBAK,Supplies & Services,Printing - Other,XEROX FINANCE,29/05/2013,5261.84,
Customer & People Services,ICT,CBAK,Supplies & Services,Printing - Other,CIT VENDOR FINANCE (UK) LIMITED,03/05/2013,620.33,
Customer & People Services,ICT,CBAK,Supplies & Services,Printing - Print Room,SPECIALIST COMPUTERS CENTRES PLC,01/05/2013,9318.33,
Customer & People Services,ICT,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,01/05/2013,2166.27,
Customer & People Services,ICT,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,15/05/2013,1980.03,
Customer & People Services,ICT,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,01/05/2013,1670,
Customer & People Services,ICT,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,01/05/2013,422.64,
Customer & People Services,ICT,CBAK,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),21/05/2013,240,
Customer & People Services,ICT,CBAK,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),02/05/2013,207.13,
